,Column1,Column2
0,0.0,1.3399666746459666
1,0.07853981633974483,1.6526973570302415
2,0.15707963267948966,1.9789417504006954
3,0.23561944901923448,2.0088627566396275
4,0.3141592653589793,2.122965321559694
5,0.39269908169872414,2.328317505649187
6,0.47123889803846897,2.3044903432892183
7,0.5497787143782138,2.429896830819839
8,0.6283185307179586,2.2629234037735686
9,0.7068583470577035,2.344752731993317
10,0.7853981633974483,2.3558381581324603
11,0.8639379797371931,2.3919440858834666
12,0.9424777960769379,2.2839046368698663
13,1.0210176124166828,2.28416883620069
14,1.0995574287564276,2.2138377605562596
15,1.1780972450961724,2.200527771880826
16,1.2566370614359172,2.1066511065023312
17,1.335176877775662,2.1011689510682348
18,1.413716694115407,1.9845872040186259
19,1.4922565104551517,1.955698683295361
20,1.5707963267948966,1.919176406616488
21,1.6493361431346414,1.8369240670239284
22,1.7278759594743862,1.7824238984776113
23,1.806415775814131,1.7057100329173065
24,1.8849555921538759,1.613721172481598
25,1.9634954084936207,1.5548298276536194
26,2.0420352248333655,1.4690094444449053
27,2.1205750411731104,1.3927695767264758
28,2.199114857512855,1.3167263280033854
29,2.2776546738526,1.2411135419179224
30,2.356194490192345,1.1622875966978357
31,2.4347343065320897,1.0818044251351424
32,2.5132741228718345,1.0052935232964677
33,2.5918139392115793,0.9230524784834977
34,2.670353755551324,0.8487919670880254
35,2.748893571891069,0.7709886733286422
36,2.827433388230814,0.6827566364512956
37,2.9059732045705586,0.5949981169497139
38,2.9845130209103035,0.5021237059108365
39,3.0630528372500483,0.24436664629504887
