,Column1,Column2
0,0.0,0.0
1,0.01,0.005
2,0.02,0.009938205403318915
3,0.03,0.014821998804541731
4,0.04,0.019645279774055564
5,0.05,0.024417820860493315
6,0.06,0.02913086634385332
7,0.07,0.03378474492490581
8,0.08,0.038385762411149035
9,0.09,0.042937670963975126
10,0.1,0.047431710525674735
11,0.11,0.05187852251852078
12,0.12,0.0562698875763823
13,0.13,0.06060587011172084
14,0.14,0.0648935755563323
15,0.15,0.06913080456661355
16,0.16,0.07331681200995115
17,0.17,0.0774566737553413
18,0.18,0.08154877294051946
19,0.19,0.08559585601429309
20,0.2,0.08959755913472259
21,0.21,0.09354926602460081
22,0.22,0.09745001644519352
23,0.23,0.10130716052270715
24,0.24,0.1051183406930831
25,0.25,0.10888426288654414
26,0.26,0.11260357011234648
27,0.27,0.11628187316635738
28,0.28,0.11991791870082283
29,0.29,0.12351290786551344
30,0.3,0.12706347617109726
31,0.31,0.13057404807116893
32,0.32,0.13404028966937365
33,0.33,0.13747036461850845
34,0.34,0.14085944465373218
35,0.35000000000000003,0.1442132466942189
36,0.36,0.14752406659066594
37,0.37,0.15079819693123056
38,0.38,0.15403047832014702
39,0.39,0.15722471580262484
40,0.4,0.1603784629501896
41,0.41000000000000003,0.16349189787801682
42,0.42,0.16656628376234003
43,0.43,0.16960417855725302
44,0.44,0.1726092273469388
45,0.45,0.17558172202472697
46,0.46,0.17852072135487107
47,0.47000000000000003,0.18142774631925918
48,0.48,0.18429727491658296
49,0.49,0.18712985522290868
50,0.5,0.1899277680920982
51,0.51,0.19269095346126353
52,0.52,0.1954186924465588
53,0.53,0.1981133553969204
54,0.54,0.2007733587340027
55,0.55,0.20340358609741369
56,0.56,0.20600330891318827
57,0.5700000000000001,0.20857450929318008
58,0.58,0.21111251325890348
59,0.59,0.21362039151436862
60,0.6,0.21609583669964574
61,0.61,0.2185396825961138
62,0.62,0.2209537112832038
63,0.63,0.2233405355923221
64,0.64,0.22569809611298175
65,0.65,0.22802508030387492
66,0.66,0.23032366689242964
67,0.67,0.232597884583183
68,0.68,0.2348425857752903
69,0.6900000000000001,0.2370589142412862
70,0.7000000000000001,0.23924675091816733
71,0.71,0.2414100823503638
72,0.72,0.2435497071168921
73,0.73,0.24566178301077718
74,0.74,0.24775034350738342
75,0.75,0.2498140493882811
76,0.76,0.2518534074344498
77,0.77,0.25386713795814325
78,0.78,0.25585565572265123
79,0.79,0.25782123867978013
80,0.8,0.2597622521787332
81,0.81,0.2616800654004798
82,0.8200000000000001,0.26357358154228333
83,0.8300000000000001,0.26544345281616394
84,0.84,0.2672935087105871
85,0.85,0.26912261237335583
86,0.86,0.270929098048183
87,0.87,0.27271419174323325
88,0.88,0.2744763508045023
89,0.89,0.2762176931465893
90,0.9,0.27794050363003836
91,0.91,0.2796414566914698
92,0.92,0.28132040796849267
93,0.93,0.28297845624716295
94,0.9400000000000001,0.2846155295293104
95,0.9500000000000001,0.28623158987206193
96,0.96,0.28782750445494837
97,0.97,0.28940574608326264
98,0.98,0.2909647141569666
99,0.99,0.29250638466689044
100,1.0,0.29402924695691474
101,1.01,0.2955334174168096
102,1.02,0.29701831240482524
103,1.03,0.2984843751243968
104,1.04,0.29993484424639993
105,1.05,0.3013683132393239
106,1.06,0.3027847185180718
107,1.07,0.3041848934214021
108,1.08,0.3055670500898694
109,1.09,0.3069333787659562
110,1.1,0.30828425041903823
111,1.11,0.30961951809813953
112,1.12,0.310938778639559
113,1.1300000000000001,0.3122418858119381
114,1.1400000000000001,0.3135281511610783
115,1.1500000000000001,0.31479780403977387
116,1.16,0.3160530081449745
117,1.17,0.31729456258969
118,1.18,0.31852286399125757
119,1.19,0.31973787074583904
120,1.2,0.3209394199521349
121,1.21,0.3221262400451234
122,1.22,0.32329780000866853
123,1.23,0.32445440300873335
124,1.24,0.32559636692660454
125,1.25,0.32672372177097897
126,1.26,0.327836507895941
127,1.27,0.32893586035546385
128,1.28,0.33002122109453347
129,1.29,0.33109283978315984
130,1.3,0.3321528085870957
131,1.31,0.3331999294427688
132,1.32,0.3342335749153183
133,1.33,0.33525426679843223
134,1.34,0.3362621188081757
135,1.35,0.33725843173957265
136,1.36,0.33824373126908475
137,1.37,0.3392162643178685
