,Column1,Column2
0,0.0,0.6650788732202674
1,0.07853981633974483,0.7517360675264959
2,0.15707963267948966,1.0248639377411388
3,0.23561944901923448,0.7127237550628914
4,0.3141592653589793,0.826385285582278
5,0.39269908169872414,0.9602350746924181
6,0.47123889803846897,1.034393027216377
7,0.5497787143782138,1.0264328648772694
8,0.6283185307179586,0.9666916157863126
9,0.7068583470577035,1.1746488427947814
10,0.7853981633974483,0.9996217225015388
11,0.8639379797371931,1.1270805666643386
12,0.9424777960769379,1.1494912459440878
13,1.0210176124166828,1.1769681838217836
14,1.0995574287564276,1.1192927726034463
15,1.1780972450961724,1.1901915978711943
16,1.2566370614359172,1.2958179915950585
17,1.335176877775662,1.2409377064833895
18,1.413716694115407,1.2486233325984848
19,1.4922565104551517,1.210294473023218
20,1.5707963267948966,1.2309449707998794
21,1.6493361431346414,1.1031244684075745
22,1.7278759594743862,1.3052134263163846
23,1.806415775814131,1.224528125486887
24,1.8849555921538759,1.2879081333574163
25,1.9634954084936207,1.3219438742705754
26,2.0420352248333655,1.250918819826525
27,2.1205750411731104,1.2509679532697655
28,2.199114857512855,1.184374760560022
29,2.2776546738526,1.188240041742342
30,2.356194490192345,1.1241348902481596
31,2.4347343065320897,1.0724506423148599
32,2.5132741228718345,1.0006850194661
33,2.5918139392115793,0.9255898882866467
34,2.670353755551324,0.851434463701633
35,2.748893571891069,0.7731793944740273
36,2.827433388230814,0.6829150581091382
37,2.9059732045705586,0.5888500205842337
38,2.9845130209103035,0.4941169848173146
39,3.0630528372500483,0.030771104910947582
